imdb_title_id,title,original_title,year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics
tt0015841,The Freshman,The Freshman,1925,9/20/1925,"Comedy, Family, Romance",77,USA,English,"Fred C. Newmeyer, Sam Taylor","Sam Taylor, Ted Wilde",The Harold Lloyd Corporation,"Harold Lloyd, Jobyna Ralston, Brooks Benedict, James H. Anderson, Hazel Keener, Joseph Harrington, Pat Harmon",A nerdy college student will do anything to become popular on campus.,7.5,4669,,"$1,392 ",,,35,39
tt0015842,Die freudlose Gasse,Die freudlose Gasse,1925,3/22/1926,Drama,125,Germany,German,Georg Wilhelm Pabst,"Hugo Bettauer, F.H. Lyon",Sofar-Film,"Asta Nielsen, Greta Garbo, Ágnes Eszterházy, Werner Krauss, Henry Stuart, Einar Hanson, Gregori Chmara, Karl Etlinger, Ilka Grüning, Jaro Fürth, Dorothea Thiele","Vienna in the biggest depression, directly after WW1. In a slum, Lila Leid, the wife of lawyer Leid is murdered, Egon, secretary of one of Leid's clients is arrested. He was with her, and ...",7.2,1299,,,,,17,17
tt0015861,Glomdalsbruden,Glomdalsbruden,1926,1/1/1926,"Drama, Romance",115,"Norway, Sweden",,Carl Theodor Dreyer,"Jacob Breda Bull, Carl Theodor Dreyer",Victoria Film,"Einar Sissener, Tove Tellback, Stub Wiberg, Harald Stormoen, Alfhild Stormoen, Oscar Larsen, Einar Tveito, Rasmus Rasmussen, Sofie Reimers, Julie Lampe, Henny Skjønberg","Tore takes over the rundown family farm. Applying his youthful energy, he intends to make it into a big farm like Glomgården on the other side of the river, where beautiful Berit lives. ...",6.6,387,,,,,2,3
tt0015863,Go West,Go West,1925,11/1/1925,"Comedy, Western",69,USA,English,Buster Keaton,"Buster Keaton, Lex Neal",Buster Keaton Productions,"Howard Truesdale, Kathleen Myers, Ray Thompson, Brown Eyes, Buster Keaton",With little luck at keeping a job in the city a New Yorker tries work in the country and eventually finds his way leading a herd of cattle to the West Coast.,7.2,3490,,,,,22,28
tt0015864,The Gold Rush,The Gold Rush,1925,7/13/1925,"Adventure, Comedy, Drama",95,USA,English,Charles Chaplin,Charles Chaplin,Charles Chaplin Productions,"Charles Chaplin, Mack Swain, Tom Murray, Henry Bergman, Malcolm Waite, Georgia Hale",A prospector goes to the Klondike in search of gold and finds it and more.,8.2,91960,"$923,000 ",,"$26,916 ",,175,121
tt0015872,The Goose Woman,The Goose Woman,1925,12/27/1925,Drama,80,USA,English,Clarence Brown,"Rex Beach, Dwinelle Benthall",Universal Pictures,"Jack Pickford, Louise Dresser, Constance Bennett, Marc McDermott, Spottiswoode Aitken, James O. Barrows, George Nichols, Gustav von Seyffertitz, George Cooper, Kate Price","A famous opera singer lost her voice when her son was born, and has drowned her sorrows in drink. When a murder is committed near her house, she invents a story in order to get herself back...",7,138,,,,,6,3
tt0015881,Greed,Greed,1924,1/26/1925,"Drama, Thriller, Western",140,USA,English,Erich von Stroheim,"June Mathis, Erich von Stroheim",Metro-Goldwyn Pictures Corporation,"Zasu Pitts, Gibson Gowland, Jean Hersholt, Dale Fuller, Tempe Pigott, Sylvia Ashton, Chester Conklin, Joan Standing",The sudden fortune won from a lottery fans such destructive greed that it ruins the lives of the three people involved.,8.1,8439,"$546,883 ",,,,84,49
tt0015883,Gribiche,Gribiche,1926,4/2/1926,Drama,113,France,French,Jacques Feyder,"Frédéric Boutet, Jacques Feyder",Films Albatros,"Jean Forest, Rolla Norman, Françoise Rosay, Cécile Guyon, Alice Tissot, Charles Barrois, Victor Vina, Andrée Canti, Hubert Daix, Sylviane de Castillo, Armand Dufour, Major Heitner, Serge Otto, Pionnier, Maurice Soufflot",A sincere working-class 13-year old in France is adopted by a well-meaning philanthropic millionairess from America -- who promises his doting mother that the boy will have the finest education -- but things are not so simple.,6.9,206,,,,,2,7
tt0015909,Her Sister from Paris,Her Sister from Paris,1925,8/2/1925,Comedy,70,USA,English,Sidney Franklin,"Ludwig Fulda, Hanns Kräly",Joseph M. Schenck Productions,"Constance Talmadge, Ronald Colman, George K. Arthur, Gertrude Claire","A housewife poses as her sister, a notorious dancer, in order to fool her husband and teach him a lesson.",6.5,143,,"$230,306 ",,,7,1
tt0015935,El húsar de la muerte,El húsar de la muerte,1925,11/24/1925,"Biography, Drama, History",65,Chile,,Pedro Sienna,"Pedro Sienna, Hugo Silva",Film Andes S.A.,"Pedro Sienna, Clara Werther, Piet Van Ravenstein, Guillermo Barrientos, María de Hannig, Dolores Anziani, Hugo Silva, Luis Baeza, Octavio Soto, Federico Geimza, Emilia Sierra, Víctor Véjar",The story of Manuel Rodriguez,6.7,101,,,,,4,3
tt0016004,Lady Windermere's Fan,Lady Windermere's Fan,1925,9/17/1926,Comedy,120,USA,English,Ernst Lubitsch,"Oscar Wilde, Julien Josephson",Warner Bros.,"Ronald Colman, May McAvoy, Bert Lytell, Irene Rich, Edward Martindel, Carrie Daumery","A society woman believes her husband is having an affair, a misconception which may have dire personal consequences for all involved.",7.3,921,"$320,000 ",,,,15,11
tt0016005,Lady of the Night,Lady of the Night,1925,2/23/1925,"Drama, Romance",70,USA,English,Monta Bell,"Adela Rogers St. Johns, Alice D.G. Miller",Metro-Goldwyn Pictures Corporation,"Norma Shearer, Malcolm McGregor, Dale Fuller, George K. Arthur, Fred Esmelton, Lew Harvey, Gwen Lee, Betty Morrissey",A world-weary prostitute yearns after respectability and the love of an inventor.,6.6,519,,"$205,550 ",,,19,4
tt0016006,The Lady,The Lady,1925,2/8/1925,Drama,96,USA,,Frank Borzage,"Martin Brown, Frances Marion",Norma Talmadge Film Corporation,"Norma Talmadge, Wallace MacDonald, Brandon Hurst, Alfred J. Goulding, Doris Lloyd, Johnny Fox, Paulette Duval, Emily Fitzroy, Margaret Seddon, Miles McCarthy, Marc McDermott, George Hackathorne, Walter Long","A young woman marries the wastrel son of a British aristocrat. Her husband, who has been disinherited by his father, loses what little money he has left gambling in casinos and then dies, ...",5.2,120,,"$190,048 ",,,3,2
tt0016013,Lazybones,Lazybones,1925,11/6/1925,"Action, Comedy, Drama",80,USA,English,Frank Borzage,"Owen Davis, Frances Marion",Fox Film Corporation,"Madge Bellamy, Buck Jones, Zasu Pitts, Leslie Fenton, Jane Novak, Virginia Marshall, Edythe Chapman, Emily Fitzroy, William Bailey","Steve Tuttle, the titular lazybones, takes on the responsibility of raising a fatherless girl, causing a scandal in his small town. Many years later, having returned from World War I, he ...",7.2,457,,,,,11,6
tt0016023,Lights of Old Broadway,Lights of Old Broadway,1925,11/1/1925,"Drama, Romance",70,USA,English,Monta Bell,"Laurence Eyre, Joseph Farnham",Cosmopolitan Productions,"Marion Davies, Conrad Nagel, Frank Currier, George K. Arthur, Charles McHugh, Eleanor Lawson, Julia Swayne Gordon, Matthew Betz, Wilbur Higby, Bodil Rosing, George Bunny, George Harris, Bernard Berger, J. Frank Glendon, Buck Black","Lights of Old Broadway (1925) is a drama film directed by Monta Bell, produced by William Randolph Hearst's Cosmopolitan Productions, and released by Metro-Goldwyn-Mayer. The film stars ...",6,442,,,,,1,
tt0016028,Little Annie Rooney,Little Annie Rooney,1925,10/18/1925,"Drama, Comedy",94,USA,"English, Greek",William Beaudine,"Mary Pickford, Hope Loring",Mary Pickford Company,"Mary Pickford, William Haines, Walter James, Gordon Griffith, Carlo Schipa, Spec O'Donnell, Hugh Fay, Vola Vale, Joe Butterworth, Oscar Rudolph","The tenements are home to an international community, including the friends and family of a tough young ragamuffin named Annie Rooney, but their neighborhood may be threatened by a dangerous street gang.",6.7,854,,"$1,100,000 ",,,16,5
tt0016029,The Little Colonel,The Little Colonel,1935,2/22/1935,"Comedy, Family, Musical",81,USA,English,David Butler,"William M. Conselman, William M. Conselman",Fox Film Corporation,"Shirley Temple, Lionel Barrymore, Evelyn Venable, John Lodge, Sidney Blackmer, Stephen Chase, William Burress, Frank Darien, Robert Warwick, Hattie McDaniel, Geneva Williams, Avonne Jackson, Nyanza Potts, Bill Robinson","After Southern belle Elizabeth Lloyd runs off to marry Yankee Jack Sherman, her father, a former Confederate colonel during the Civil War, vows to never speak to her again. Several years ...",7.1,1259,,,,,17,4
tt0016039,The Lost World,The Lost World,1925,10/16/1925,"Adventure, Fantasy, Sci-Fi",106,USA,,Harry O. Hoyt,"Arthur Conan Doyle, Marion Fairfax",First National Pictures,"Bessie Love, Lewis Stone, Wallace Beery, Lloyd Hughes, Alma Bennett, Arthur Hoyt, Margaret McWade, Bull Montana, Frank Finch Smiles, Jules Cowles, George Bunny, Charles Wellesley, Jocko the Monkey, Arthur Conan Doyle",The first film adaptation of Sir Arthur Conan Doyle's classic novel about a land where prehistoric creatures still roam.,7,4307,,"$1,194,450 ","$2,834,000 ",,80,62
tt0016104,The Merry Widow,The Merry Widow,1925,1/25/1926,"Drama, Romance",137,USA,,Erich von Stroheim,"Erich von Stroheim, Benjamin Glazer",An Erich von Stroheim Production,"Mae Murray, John Gilbert, Roy D'Arcy, Josephine Crowell, George Fawcett, Tully Marshall, Edward Connelly",A prince must woo the now wealthy dancer he once abandoned in order to keep her money in the country in order to keep it from crashing economically.,7.3,2049,"$608,016 ",,,,15,18
tt0016123,The Monster,The Monster,1925,3/16/1925,"Comedy, Horror, Mystery",86,USA,English,Roland West,"Roland West, Crane Wilbur",Metro-Goldwyn Pictures Corporation,"Lon Chaney, Gertrude Olmstead, Hallam Cooley, Johnny Arthur, Charles Sellon, Walter James, Knute Erickson, Frank Austin, Edward McWade, Ethel Wales",A meek clerk who doubles as an amateur detective investigates some very strange goings-on at a remote mental sanitarium.,6.2,874,,,,,29,17
tt0016185,Orochi,Orochi,1925,11/20/1925,"Action, Adventure",74,Japan,,Buntarô Futagara,Rokuhei Susukita,Bando Tsumasaburo Production,"Tsumasaburô Bandô, Misao Seki, Utako Tamaki, Kensaku Haruji, Momotarô Yamamura, Kotonosuke Nakamura, Shigeyo Arashi, Kichimatsu Nakamura, Zen'ichirô Yasuda, Shizuko Mori",The story of a decent samurai who is widely considered a scum and a criminal. His bad luck and numerous misunderstandings drag him down the social ladder straight to the gutter.,7.1,271,,,,,5,5
tt0016201,Parisian Love,Parisian Love,1925,8/1/1925,"Crime, Drama, Romance",70,USA,English,Louis J. Gasnier,"F. Oakley Crawford, Lois Hutchinson",B.P. Schulberg Productions,"Clara Bow, Donald Keith, Lillian Leighton, J. Gordon Russell, Hazel Keener, Lou Tellegen, Jean De Briac, Otto Matieson, Alyce Mills","Street people Armand and Marie are madly in love, and she persuades Armand and other gang members to rob the home of Pierre Marcel, a wealthy scientist. The police break up the robbery but ...",6.2,197,,,,,10,3
tt0016205,Paths to Paradise,Paths to Paradise,1925,6/29/1925,"Comedy, Crime, Romance",78,USA,English,Clarence G. Badger,"Paul Armstrong, Keene Thompson",Paramount Pictures,"Betty Compson, Raymond Griffith, Tom Santschi, Bert Woodruff, Fred Kelsey, Clem Beauchamp",A con-woman has a nice business going in fleecing gullible tourists who want a genuine 'underworld' experience -- but the tables are turned when one of her victims turns out to be less ...,6.7,117,,,,,7,2
tt0016220,The Phantom of the Opera,The Phantom of the Opera,1925,11/15/1925,Horror,93,USA,,"Rupert Julian, Lon Chaney",Gaston Leroux,Universal Pictures,"Lon Chaney, Mary Philbin, Norman Kerry, Arthur Edmund Carewe, Gibson Gowland, John St. Polis, Snitz Edwards, Mary Fabian, Virginia Pearson","A mad, disfigured composer seeks love with a lovely young opera singer.",7.6,15498,,"$3,751,476 ","$4,360,000 ",,148,116
tt0016226,The Plastic Age,The Plastic Age,1925,12/15/1925,"Comedy, Romance, Sport",73,USA,English,Wesley Ruggles,"Frederica Sagor Maas, Percy Marks",B.P. Schulberg Productions,"Donald Keith, Mary Alden, Henry B. Walthall, Gilbert Roland, Clara Bow, David Butler","Hugh Carver is an athletic star and a freshman at Prescott College. He falls in love with Cynthia Day, a popular girl who loves to go to parties. He finds that it is impossible to please ...",6.1,262,,,,,11,2
tt0016230,The Pleasure Garden,The Pleasure Garden,1925,1/14/1927,"Drama, Romance",75,"UK, Germany",English,Alfred Hitchcock,"Oliver Sandys, Eliot Stannard",Bavaria Film,"Virginia Valli, Carmelita Geraghty, Miles Mander, John Stuart, Ferdinand Martini, Florence Helminger, Georg H. Schnell, Karl Falkenberg",Two couples' romances are fancifully intertwined.,6,1952,,,,,17,22
tt0016232,Poil de carotte,Poil de carotte,1925,2/26/1926,Drama,108,France,French,Julien Duvivier,"Jacques Feyder, Jules Renard",Films A. Legrand,"Henry Krauss, Charlotte Barbier-Krauss, André Heuzé, Fabien Haziza, Renée Jean, Lydia Zaréna, Suzanne Talba, Yvette Langlais, Nora Sylvère","François' mother, Mme Lepic, hates him and she nicknames him ""Poil de Carotte"" (Carrot hair). His father is more interested in politics and hunting that he is in him. In spite of the ...",7.1,179,,,,,4,5
tt0016240,Prem Sanyas,Prem Sanyas,1925,2/4/1926,Drama,97,"India, Germany",,"Franz Osten, Himanshu Rai","Edwin Arnold, Niranjan Pal",Bombay Talkies Films,"Seeta Devi, Himanshu Rai, Sarada Ukil, Ranibala, Prafulla Roy, Modhu Bose, Mrinalini Devi, Sunalini Devi, Sushil Ghosh, Sundar Rajam, Ekambi 'Wilhelm' Tongo",This adaptation of Arnold's 1861 Orientalist epic opens with documentary shots of tourists in Bombay watching street performers. Then a white-bearded old man sitting under the bodhi tree ...,6.8,120,,,,,3,1
tt0016241,Pretty Ladies,Pretty Ladies,1925,9/6/1925,"Comedy, Drama",74,USA,English,Monta Bell,"Adela Rogers St. Johns, Alice D.G. Miller",Metro-Goldwyn Pictures Corporation,"Zasu Pitts, Tom Moore, Ann Pennington, Lilyan Tashman, Bernard Randall, Helena D'Algy, Conrad Nagel, Norma Shearer, George K. Arthur, Joan Crawford, Paul Ellis, Roy D'Arcy, Gwen Lee, Dorothy Seastrom, Lew Harvey","Maggie, a headlining comedienne with the Follies, takes a fall off the stage into the orchestra pit and lands on the drum of musician Al Cassidy. One thing leads to another, they fall in ...",3.8,131,,,,,2,1
tt0016258,The Rag Man,The Rag Man,1925,2/16/1925,"Drama, Comedy",68,USA,"English, Yiddish",Edward F. Cline,"Willard Mack, Robert E. Hopkins",Metro-Goldwyn Pictures Corporation,"Lydia Yeamans Titus, Ethel Wales, Robert Edeson, William Conklin, Max Davidson, Dynamite the Horse, Jackie Coogan","Tim Kelly is an orphan who runs away after his orphanage burns down. Presumed to be killed in the fire, he is able to roam the streets of New York freely. He meets Max Ginsberg, an old ...",7.1,311,,,,,11,3
tt0016276,The Red Kimona,The Red Kimona,1925,11/16/1925,"Biography, Drama, Romance",77,USA,English,"Walter Lang, Dorothy Davenport","Adela Rogers St. Johns, Dorothy Arzner",Mrs. Wallace Reid Productions,"Priscilla Bonner, Nellie Bly Baker, Carl Miller, Mary Carr, Virginia Pearson, Tyrone Power Sr., Sheldon Lewis, Theodore von Eltz, Emily Fitzroy, George Siegmann, Dot Farley","A small town girl finds escape from her cruel home life in the arms of a handsome stranger. Soon she finds herself working as a prostitute in New Orleans, desperately clinging to the belief that he really loves her.",6.5,238,,,,,12,5
tt0016288,Riders of the Purple Sage,Riders of the Purple Sage,1925,3/15/1925,"Action, Drama, Western",56,USA,English,Lynn Reynolds,"Zane Grey, Edfrid A. Bingham",Fox Film Corporation,"Tom Mix, Mabel Ballin, Beatrice Burnham, Marian Nixon, Warner Oland, Harold Goodwin, Arthur Morrison, Wilfred Lucas, Charles Le Moyne, Seessel Anne Johnson, Tony the Horse",A Texas Ranger searches for his kidnapped sister.,6.4,154,,,,,5,3
tt0016294,The Road to Yesterday,The Road to Yesterday,1925,11/15/1925,"Drama, Fantasy, Romance",107,USA,English,Cecil B. DeMille,"Beulah Marie Dix, Howard Hawks",DeMille Pictures Corporation,"Joseph Schildkraut, Jetta Goudal, William Boyd, Vera Reynolds, Trixie Friganza, Casson Ferguson, Julia Faye, Clarence Burton, Charles West, Josephine Norman",A married couple discover their strained relationship is the result of unhappiness in their past lives.,6.7,115,"$477,480 ",,,,7,1
tt0016308,Sally of the Sawdust,Sally of the Sawdust,1925,8/2/1925,Comedy,104,USA,English,D.W. Griffith,"Dorothy Donnelly, Forrest Halsey",Paramount Pictures,"Carol Dempster, W.C. Fields, Alfred Lunt, Erville Alderson, Effie Shannon, Charles Hammond, Roy Applegate, Florence Fair, Marie Shotwell, Glenn Anders","Judge Foster throws his daughter out because she married a circus man. She leaves her baby girl with Prof. McGargle before she dies. Years later Sally is a dancer with whom Peyton, a son of...",6.6,461,,"$304,081 ",,,17,8
tt0016309,"Sally, Irene and Mary","Sally, Irene and Mary",1925,12/27/1925,"Comedy, Drama",58,USA,English,Edmund Goulding,"Eddie Dowling, Edmund Goulding",Metro-Goldwyn-Mayer (MGM),"Constance Bennett, Joan Crawford, Sally O'Neil, William Haines, Henry Kolker, Douglas Gilmore, Ray Howard, Kate Price, Aggie Herring, Sam De Grasse, Lillian Elliott, Edna Mae Cooper","The three are showgirls, each with a different approach to life and love. Sally wants wealth and gets it finally in Marcus. Mary plots and schemes but winds up with salt-of-the-earth Jimmy....",3.6,121,,,,,2,3
tt0016310,The Salvation Hunters,The Salvation Hunters,1925,2/15/1925,Drama,70,USA,,Josef von Sternberg,Josef von Sternberg,Academy Photoplays,"George K. Arthur, Georgia Hale, Bruce Guerin, Otto Matieson, Nellie Bly Baker, Olaf Hytten, Stuart Holmes","A cowardly young man, a bitter young woman and a helpless child live on the docks, spend their days full of ennui watching a dredge dig the same hole day in and day out, chased around by ...",6.8,294,"$20,000 ",,,,7,8
tt0016332,Seven Chances,Seven Chances,1925,3/15/1925,"Comedy, Romance",56,USA,English,Buster Keaton,"Roi Cooper Megrue, Clyde Bruckman",Buster Keaton Productions,"Buster Keaton, T. Roy Barnes, Snitz Edwards, Ruth Dwyer, Frances Raymond, Erwin Connelly, Jules Cowles",A man learns he will inherit a fortune if he marries by 7 p.m. that same day.,7.9,8412,,"$210,748 ",,,50,49
tt0016338,She,She,1925,6/21/1925,"Adventure, Fantasy, Sci-Fi",98,"UK, Germany",English,"Leander De Cordova, G.B. Samuelson","H. Rider Haggard, H. Rider Haggard",A to X Productions,"Betty Blythe, Carlyle Blackwell, Mary Odette, Tom Reynolds, Heinrich George, Jerrold Robertshaw, Dorothy Barclay, Marjorie Statler, Alexander Butler","In Africa an explorer is the reincarnated lover of the 2,000-year-old White Queen.",6.1,110,,,,,5,2
tt0016377,Soul-Fire,Soul-Fire,1925,5/31/1925,Drama,88,USA,English,John S. Robertson,"Martin Brown, Josephine Lovett",Inspiration Pictures,"Richard Barthelmess, Bessie Love, Percy Ames, Charles Esdale, Effie Shannon, Lee Baker, Carlotta Monterey, Gus Weinberg, Ann Brody, Helen Ware, Walter Long, Rita Rossi, Edward La Roche, Harriet Sterling, Richard Harlan",,4.1,107,,,,,3,
tt0016392,Die Stadt ohne Juden,Die Stadt ohne Juden,1924,5/5/1924,Drama,80,Austria,,H.K. Breslauer,"Hugo Bettauer, Ida Jenbach",H. K. Breslauer-Film,"Eugen Neufeld, Hans Moser, Anny Miletty, Johannes Riemann, Ferdinand Mayerhofer, Mizi Griebl, Karl Tema, Hans Effenberger, Gisela Werbisek, Armin Berg, Armin Seydelmann, Theodor Weiser, Albrecht Attems, Laura Glucksman, Abisch Meisels",Jews are expelled from the city of Utopia.,6.5,181,,,,,6,3
tt0016394,Stage Struck,Stage Struck,1925,11/16/1925,Comedy,70,USA,English,Allan Dwan,"Frank R. Adams, Forrest Halsey",Paramount Pictures,"Gloria Swanson, Lawrence Gray, Gertrude Astor, Oliver Sandys, Ford Sterling, Carrie Scott, Emil Hoch, Margery Whittington","A young woman dreams of becoming a great actress. When her boyfriend starts to flirt with an actual actress, she becomes jealous and decides to fight with her rival.",6.5,806,,"$241,507 ",,,6,3
tt0016395,Stella Dallas,Stella Dallas,1925,11/16/1925,Drama,110,USA,English,Henry King,"Frances Marion, Olive Higgins Prouty",The Samuel Goldwyn Company,"Ronald Colman, Belle Bennett, Alice Joyce, Jean Hersholt, Beatrix Pryor, Lois Moran, Douglas Fairbanks Jr., Vera Lewis, Maurice Murphy, Jack Murphy, Newton Hall, Charles Hatton, Robert W. Gillette, Winston Miller","Stella Dallas is a small town girl who marries the upper class Stephen Dallas, with whom she has nothing in common. After the birth of a daughter, Laurel, the Dallases go their separate ...",7.2,223,"$700,000 ",,,,9,7
tt0016461,Tumbleweeds,Tumbleweeds,1925,12/27/1925,Western,78,USA,English,"King Baggot, William S. Hart","Hal G. Evarts, C. Gardner Sullivan",William S. Hart Productions,"William S. Hart, Barbara Bedford, Lucien Littlefield, J. Gordon Russell, Richard Neill, Jack Murphy, James Gordon, George F. Marion, Gertrude Claire, Lillian Leighton, Taylor N. Duncan",The government will grant a fringe of terrain for the settlers who want to live and work there. The starting sign will be a gunshot which will iniciate the run for the best fields and ...,6.5,510,"$312,000 ",,,,20,7
tt0016473,The Unholy Three,The Unholy Three,1925,8/16/1925,"Crime, Drama, Romance",86,USA,English,Tod Browning,"Clarence Aaron 'Tod' Robbins, Waldemar Young",Metro-Goldwyn-Mayer (MGM),"Lon Chaney, Mae Busch, Matt Moore, Victor McLaglen, Harry Earles, Matthew Betz, Edward Connelly, William Humphrey, E. Alyn Warren","A sideshow ventriloquist, midget, and strongman form a conspiracy known as ""The Unholy Three"" and commit a series of robberies.",7.2,1550,"$103,000 ",,,,34,21
tt0016480,The Vanishing American,The Vanishing American,1925,2/15/1926,Western,110,USA,English,George B. Seitz,"Ethel Doherty, Zane Grey",Paramount Pictures,"Richard Dix, Lois Wilson, Noah Beery, Malcolm McGregor, Nocki, Shannon Day, Charles Crockett, Bert Woodruff, Bernard Siegel, Guy Oliver, Joe Ryan, Charles Stevens, Bruce Gordon, Richard Howard, John Webb Dillion","History, as portrayed in this film, has been a succession of conquests of stronger races over weaker ones. As played out on the stage of Monument Valley, long ago, tribes of Indians ...",6.8,279,,"$286,809 ",,,14,6
tt0016481,Varieté,Varieté,1925,1/31/1926,"Crime, Drama, Romance",72,Germany,German,Ewald André Dupont,"Felix Hollaender, Ewald André Dupont",Universum Film (UFA),"Emil Jannings, Maly Delschaft, Lya De Putti, Warwick Ward, Alice Hechy, Georg John, Kurt Gerron, Paul Rehkopf, Charles Lincoln, Georg Baselt, Trude Hesterberg, Werner Krauss, The Flying Codonas, Alex Hyde and his Original New York Jazz Orchestra, Enrico Rastelli","Prologue: The murderer ""Boss"" Huller - after having spent ten years in prison - breaks his silence to tell the warden his story. ""Boss"", a former trapeze artist, and his wife own a cheap ...",7.4,866,,"$709,613 ",,,10,19
tt0016491,Visages d'enfants,Visages d'enfants,1925,1925,"Drama, Mystery, Romance",114,"France, Switzerland",French,Jacques Feyder,"Jacques Feyder, Françoise Rosay",Mundus-Film,"Jean Forest, Victor Vina, Pierrette Houyez, Jeanne Marie-Laurent, Rachel Devirys, Henri Duval, Arlette Peyran, Suzy Vernon, Charles Barrois, F. Greffin, P. Lecoq, Arturo Porchet","A man whose wife has died remarries, and his new wife has a daughter of her own from a previous marriage. The man's young son, however, who loved his mother deeply and misses her terribly, ...",7.7,671,,,,,14,9
tt0016493,Le voyage imaginaire,Le voyage imaginaire,1926,4/30/1926,"Comedy, Drama, Fantasy",80,France,French,René Clair,René Clair,Georges Loureau,"Dolly Davis, Jean Börlin, Albert Préjean, Jim Gérald, Paul Ollivier, Maurice Schutz, Yvonne Legeay, Marguerite Madys, Bronia Clair, Marise Maia, Jane Pierson, Louis Pré Fils","In a daydream, a shy bank clerk is led by a fairy into a subterranean world where people transform into animals and waxworks come to life. Lucie, his office crush, follows him but a bad fairy is intent on keeping them apart.",6.7,143,,,,,2,3
tt0016544,The Wizard of Oz,The Wizard of Oz,1925,1/27/1925,"Comedy, Family, Fantasy",81,USA,,Larry Semon,"L. Frank Baum, Frank Joslyn Baum",Chadwick Pictures Corporation,"Dorothy Dwan, Mary Carr, Virginia Pearson, Bryant Washburn, Josef Swickard, Charles Murray, Oliver Hardy, William Hauber, William Dinus, Frank Alexander, Otto Lederer, Frederick Ko Vert, Larry Semon, Spencer Bell","Dorothy, heir to the Oz throne, must take it back from the wicked Prime Minister Kruel with the help of three farmhands.",5.1,1365,,,,,47,16
tt0016545,Wolfblood,Wolfblood,1925,7/16/1925,Drama,68,USA,English,"George Chesebro, Bruce Mitchell","Bennett Cohen, Cliff Hill",Ryan Brothers Productions,"George Chesebro, Roy Watson, Milburn Morante, Frank Clark, Marguerite Clayton, Ray Hanford, Jack Cosgrave","After wolf blood transfusion, man thinks he's becoming a wolf.",5.8,226,,,,,12,10
tt0016548,A Woman of the World,A Woman of the World,1925,12/28/1925,"Comedy, Drama",70,USA,,Malcolm St. Clair,"Pierre Collings, Carl Van Vechten",Paramount Pictures,"Pola Negri, Charles Emmett Mack, Holmes Herbert, Blanche Mehaffey, Chester Conklin, Lucille Ward, Guy Oliver, Dot Farley, May Foster, Dorothea Wolbert","A sensual European countess arrives at a small American town where she quickly provokes moral outrage from the community. Upon arriving, even before she steps out of her taxi a district ...",6.9,111,,,,,7,1
tt0016559,Zakroyshchik iz Torzhka,Zakroyshchik iz Torzhka,1925,10/27/1925,Comedy,65,Soviet Union,,Yakov Protazanov,Valentin Turkin,Mezhrabpom-Rus,"Igor Ilyinsky, Olga Zhizneva, Anatoli Ktorov, Vera Maretskaya, Lidiya Deikun, Iosif Tolchanov, Serafima Birman, Yeva Milyutina, Vladimir Uralskiy",An silent comedy about a provincial tailor who won a lottery in the 1925 Soviet Union.,6.9,102,,,,,1,1
tt0016560,Zander the Great,Zander the Great,1925,5/2/1925,"Action, Comedy, Drama",80,USA,English,George W. Hill,"Frances Marion, Salisbury Field",Cosmopolitan Productions,"Marion Davies, Holbrook Blinn, Harrison Ford, Harry Watson, Harry Myers, George Siegmann, Emily Fitzroy, Hobart Bosworth, Richard Carle, Hedda Hopper, Jack Huff, Olin Howland, Josephine Crowell","Mamie, an orphan girl who was abused in the orphanage, is taken in by Mrs. Caldwell, a kindly woman with a young son named Alexander. Mamie hits it off with the lad, and nicknames him ""...",5.4,605,,"$264,738 ",,,3,2
tt0016563,Zur Chronik von Grieshuus,Zur Chronik von Grieshuus,1925,10/25/1925,Drama,110,Germany,,Arthur von Gerlach,"Theodor Storm, Thea von Harbou",Universum Film (UFA),"Arthur Kraußneck, Paul Hartmann, Rudolf Forster, Gertrude Welcker, Rudolf Rittner, Lil Dagover, Gertrud Arnold, Hans Peter Peterhans, Christian Bummerstaedt, Ernst Gronau, Josef Peterhans, Hermann Leffler, Jahn Christen",A lord falls in love with one of his serfs and chooses to be disinherited and stripped of his title in order to marry her. Her love and gratitude extend beyond the grave.,6.6,122,,,,,2,3
tt0016627,Bardelys the Magnificent,Bardelys the Magnificent,1926,9/30/1926,"Drama, Romance",90,USA,English,King Vidor,"Rafael Sabatini, Dorothy Farnum",Metro-Goldwyn-Mayer (MGM),"John Gilbert, Eleanor Boardman, Roy D'Arcy, Lionel Belmore, Emily Fitzroy, George K. Arthur, Arthur Lubin, Theodore von Eltz, Karl Dane, Edward Connelly, Fred Malatesta, John T. Murray, Joe Smith Marba, Daniel G. Tomlinson, Emile Chautard","Rafael Sabatini's story of the swashbuckling era and of Bardeleys, the handsome courtier who could win any woman he set his mind to...and was not above boasting about it to all who would listen.",7,970,,"$490,467 ",,,16,14
